2,2
2,4
2,6
2,9
2,12
4,2
4,4
4,6
4,9
4,12
6,2
6,4
6,6
6,9
6,12
9,2
9,4
9,6
9,9
9,12
12,2
12,4
12,6
12,9
12,12
