0,0,0,2.773814e-38,3.369066e-37,2.857992e-33,6.129601e-33,6.294697e-31,4.786209e-29,5.19484e-28,1.44201e-27,5.861881e-26,3.634415e-25,2.096069e-24,1.157997e-22,2.088381e-21,2.261587e-20,6.484123e-20,6.148561e-20,3.31487e-20,2.246133e-20,1.441879e-20,6.287412e-21,3.629584e-21,3.770854e-21,3.685188e-21,3.669241e-21,2.091565e-21,6.965679e-22,1.004281e-22,7.062364e-24,1.556141e-25,1.008387e-27,0
0,0,9.490378e-37,1.486435e-33,1.099475e-32,1.050719e-30,1.333572e-30,8.334802e-29,4.16321e-27,2.868705e-26,5.94512e-26,1.653307e-24,5.942413e-24,3.546858e-23,1.483023e-21,2.056019e-20,1.645596e-19,3.413799e-19,2.613671e-19,1.26511e-19,7.564308e-20,4.465216e-20,1.900752e-20,1.03822e-20,1.002264e-20,9.437705e-21,9.013847e-21,4.98177e-21,1.618485e-21,2.315427e-22,1.629469e-23,3.712867e-25,2.578511e-27,0
1.448244e-36,6.550045e-36,7.951154e-32,1.515987e-30,4.618255e-30,2.796223e-28,2.32923e-28,9.53754e-27,3.136417e-25,1.351554e-24,2.195723e-24,4.081743e-23,8.475156e-23,5.732193e-22,1.742971e-20,1.886307e-19,1.086588e-18,1.646788e-18,1.052154e-18,4.732369e-19,2.532704e-19,1.384825e-19,5.777111e-20,2.992295e-20,2.686301e-20,2.437751e-20,2.235488e-20,1.199039e-20,3.802912e-21,5.400184e-22,3.801995e-23,8.940719e-25,6.621128e-27,0
2.897727e-31,8.394741e-31,6.361276e-29,9.248823e-28,1.572896e-27,6.295541e-26,3.536674e-26,9.659049e-25,2.139579e-23,5.888198e-23,7.923674e-23,1.002518e-21,1.401982e-21,9.943493e-21,2.199737e-19,1.931041e-18,8.222702e-18,9.805851e-18,5.446227e-18,2.256402e-18,1.059395e-18,5.211329e-19,2.066237e-19,9.914617e-20,8.152656e-20,7.035925e-20,6.11629e-20,3.15074e-20,9.672261e-21,1.354397e-21,9.484745e-23,2.288581e-24,1.790721e-26,0
4.354946e-28,7.283737e-28,4.233104e-26,4.548648e-25,4.393505e-25,1.143399e-23,4.447526e-24,8.179723e-23,1.232726e-21,2.157742e-21,2.516476e-21,2.146534e-20,2.125617e-20,1.572614e-19,2.51424e-18,1.816267e-17,5.596011e-17,5.227028e-17,2.574229e-17,1.004539e-17,4.187663e-18,1.876256e-18,7.146717e-19,3.201646e-19,2.422897e-19,1.994811e-19,1.649098e-19,8.179877e-20,2.435245e-20,3.366724e-21,2.346446e-22,5.804594e-24,4.784751e-26,0
4.906683e-25,4.853203e-25,2.30023e-23,1.641829e-22,9.81921e-23,1.606063e-21,4.465846e-22,5.610322e-21,5.835987e-20,6.568469e-20,6.923689e-20,4.036557e-19,3.170109e-19,2.26476e-18,2.639239e-17,1.605794e-16,3.612965e-16,2.735781e-16,1.230208e-16,4.532095e-17,1.676101e-17,6.813453e-18,2.481368e-18,1.035892e-18,7.212856e-19,5.659551e-19,4.446598e-19,2.122945e-19,6.127731e-20,8.36102e-21,5.79617e-22,1.467732e-23,1.269902e-25,0
3.724033e-22,2.306238e-22,1.010118e-20,3.482271e-20,1.72974e-20,1.702734e-19,3.410765e-20,2.982459e-19,2.177071e-18,1.640303e-18,1.601524e-18,6.680165e-18,4.596131e-18,2.895721e-17,2.502329e-16,1.308684e-15,2.187175e-15,1.369164e-15,5.714106e-16,1.997823e-16,6.579204e-17,2.432953e-17,8.491624e-18,3.311212e-18,2.125285e-18,1.590912e-18,1.189332e-18,5.471213e-19,1.532416e-19,2.064691e-20,1.423955e-21,3.688295e-23,3.340895e-25,0
4.014741e-19,2.932993e-18,7.962546e-18,1.762346e-17,1.20849e-17,1.582719e-17,1.89274e-18,1.169858e-17,6.049008e-17,3.379717e-17,3.013554e-17,1.002728e-16,6.314046e-17,3.206754e-16,2.115271e-15,9.701339e-15,1.251388e-14,6.671988e-15,2.617738e-15,8.69808e-16,2.55939e-16,8.607803e-17,2.876787e-17,1.048603e-17,6.212313e-18,4.438846e-18,3.159771e-18,1.401593e-18,3.81166e-19,5.073045e-20,3.481164e-21,9.216892e-23,8.719377e-25,0
2.21547e-11,8.073456e-11,4.111147e-10,8.58485e-10,1.473001e-10,4.290161e-12,4.17978e-15,4.707971e-15,1.979228e-15,6.037417e-16,4.561349e-16,1.533673e-15,7.988787e-16,2.970855e-15,1.566132e-14,6.445615e-14,6.759479e-14,3.15774e-14,1.172284e-14,3.716999e-15,9.825432e-16,3.008184e-16,9.627506e-17,3.284512e-17,1.799003e-17,1.228008e-17,8.331939e-18,3.566966e-18,9.425878e-19,1.239838e-19,8.467668e-21,2.290779e-22,2.258756e-24,0
4.309162e-06,1.005487e-05,3.337866e-05,4.404478e-05,4.632113e-06,1.000721e-07,2.338813e-08,1.65935e-08,1.547051e-09,3.597256e-13,9.628869e-15,4.844844e-14,8.71437e-15,1.591772e-14,9.153276e-14,4.04038e-13,3.594736e-13,1.486886e-13,5.195928e-14,1.572819e-14,3.745249e-15,1.042385e-15,3.188337e-16,1.018242e-16,5.162827e-17,3.368796e-17,2.180528e-17,9.017109e-18,2.317059e-18,3.013573e-19,2.049311e-20,5.66406e-22,5.811339e-24,0
0,5.213975e-06,2.170795e-05,7.197355e-05,0.000180318,0.0002940084,0.0002949107,0.000134342,7.991314e-06,3.28319e-08,2.241535e-09,3.045905e-11,8.86686e-14,1.045863e-13,5.144478e-13,2.037858e-12,1.640448e-12,6.312749e-13,2.145027e-13,6.346358e-14,1.382395e-14,3.524691e-15,1.032046e-15,3.098291e-16,1.460714e-16,9.132785e-17,5.648151e-17,2.258242e-17,5.6466e-18,7.263471e-19,4.920048e-20,1.388786e-21,1.479801e-23,0
0,1.378298e-07,2.714504e-06,2.59742e-05,0.0001313934,0.0004162118,0.0008017245,0.0008665564,0.0004653189,0.0001031081,4.562267e-06,4.41132e-08,2.745145e-10,2.078009e-11,5.770859e-12,1.072245e-11,6.713723e-12,2.254638e-12,7.745774e-13,2.310282e-13,4.707079e-14,1.12752e-14,3.185521e-15,9.084538e-16,4.03099e-16,2.427345e-16,1.437528e-16,5.558046e-17,1.352371e-17,1.719096e-18,1.159806e-19,3.337894e-21,3.681169e-23,0
